ActualText	ActualWords	FileName	PredWords	PredictedText	actual_word	deletions	hits	insertions	mer	miss_pred_word	substitutions	wer	wil	wip
একমাত্র এজেন্ডা মনে করে	['একমাত্র', 'এজেন্ডা', 'মনে', 'করে']	07e4e4921d	['একমাত্র', 'এজেন্ডা', 'মনে', 'করে']	একমাত্র এজেন্ডা মনে করে	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
যে ১৫টি জেলায় সহিংসতা হয়েছে	['যে', '১৫টি', 'জেলায়', 'সহিংসতা', 'হয়েছে']	07e4ece013	['যে', '15', 'টি', 'জেলায়', 'সহিংসতা', 'হয়েছে']	যে 15 টি জেলায় সহিংসতা হয়েছে	['১৫টি']	0.0	4.0	1.0	0.33	['15', 'টি']	1.0	0.4	0.47	0.53
বাকি সবাই বসে বসে মাইনে খায়	['বাকি', 'সবাই', 'বসে', 'বসে', 'মাইনে', 'খায়']	07e4ef826d	['বাকি', 'সবাই', 'বসে', 'বসে', 'মাইনে', 'খায়']	বাকি সবাই বসে বসে মাইনে খায়	[]	0.0	6.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
দুটো আরবীর মতোই পবিত্র ছিল	['দুটো', 'আরবীর', 'মতোই', 'পবিত্র', 'ছিল']	07e4f2d40e	['দুটো', 'আরবির', 'মত', 'পবিত্র', 'ছিল']	দুটো আরবির মত পবিত্র ছিল	['আরবীর', 'মতোই']	0.0	3.0	0.0	0.4	['মত', 'আরবির']	2.0	0.4	0.64	0.36
আপনার চুলের যত্নে	['আপনার', 'চুলের', 'যত্নে']	07e5884fb2	['আপনার', 'চুলের', 'যত্নে']	আপনার চুলের যত্নে	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
৫ লাখ টাকার জরিমানা	['৫', 'লাখ', 'টাকার', 'জরিমানা']	07e5d65a9b	['পাঁচ', 'লাখ', 'টাকার', 'জরিমানা']	পাঁচ লাখ টাকার জরিমানা	['৫']	0.0	3.0	0.0	0.25	['পাঁচ']	1.0	0.25	0.44	0.56
রিয়াল মাদ্রিদ তারকা	['রিয়াল', 'মাদ্রিদ', 'তারকা']	07e603b554	['রিয়াল', 'মাদ্রিদ', 'তারকা']	রিয়াল মাদ্রিদ তারকা	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
ইউরোপের মাটিতে	['ইউরোপের', 'মাটিতে']	07e607af79	['ইউরোপের', 'মাটিতে']	ইউরোপের মাটিতে	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
এ অভিধানের ৩য় সংস্করণ	['এ', 'অভিধানের', '৩য়', 'সংস্করণ']	07e6756942	['এ', 'অভিধানের', 'তৃতীয়', 'সংস্করণ']	এ অভিধানের তৃতীয় সংস্করণ	['৩য়']	0.0	3.0	0.0	0.25	['তৃতীয়']	1.0	0.25	0.44	0.56
সবকিছু শেয়ার না করায়	['সবকিছু', 'শেয়ার', 'না', 'করায়']	07e689087f	['সবকিছু', 'শেয়ার', 'না', 'করে']	সবকিছু শেয়ার না করে	['করায়']	0.0	3.0	0.0	0.25	['করে']	1.0	0.25	0.44	0.56
পচে যাওয়ার ভয়ে	['পচে', 'যাওয়ার', 'ভয়ে']	07e694bc04	['পচে', 'যাওয়ার', 'ভয়ে']	পচে যাওয়ার ভয়ে	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
শুধু লবণ-হলুদ,ঝাঁঝরি	['শুধু', 'লবণ-হলুদঝাঁঝরি']	07e6e05d10	['শুধু', 'লবণ-হলুদ', 'জারি']	শুধু লবণ-হলুদ জারি	['লবণ-হলুদঝাঁঝরি']	0.0	1.0	1.0	0.67	['লবণ-হলুদ', 'জারি']	1.0	1.0	0.83	0.17
অপহরণের মাধ্যমেও	['অপহরণের', 'মাধ্যমেও']	07e7275049	['অপহরণের', 'মাধ্যমেও']	অপহরণের মাধ্যমেও	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
যদিও পরবর্তী সময়ে	['যদিও', 'পরবর্তী', 'সময়ে']	07e74fcd93	['যদিও', 'পরবর্তী', 'সময়ে']	যদিও পরবর্তী সময়ে	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
জড়িত ১৬ জন এমপিকে	['জড়িত', '১৬', 'জন', 'এমপিকে']	07e7a132f7	['জড়িত', '16', 'জন', 'এমপি', 'কে']	জড়িত 16 জন এমপি কে	['এমপিকে', '১৬']	0.0	2.0	1.0	0.6	['কে', 'এমপি', '16']	2.0	0.75	0.8	0.2
নির্দেশ করে	['নির্দেশ', 'করে']	07e7e73181	['নির্দেশ', 'করে']	নির্দেশ করে	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
মানুষের সামনে উন্মোচিত হয়	['মানুষের', 'সামনে', 'উন্মোচিত', 'হয়']	07e8631ff3	['মানুষের', 'সামনে', 'উন্মোচিত', 'হয়']	মানুষের সামনে উন্মোচিত হয়	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
ফাওয়াদ ১৩৪ বলে ১১৪ এবং মিসবাহ ৯৮ বলে ৬৫ রান করেন।	['ফাওয়াদ', '১৩৪', 'বলে', '১১৪', 'এবং', 'মিসবাহ', '৯৮', 'বলে', '৬৫', 'রান', 'করেন']	07e86f14ac	['পবন', '134', 'বলে', 'সে', '14', 'এবং', 'মেজবার', '98', 'বলে', '65', 'রান', 'করেন']	পবন 134 বলে সে 14 এবং মেজবার 98 বলে 65 রান করেন	['মিসবাহ', '৯৮', '১৩৪', '৬৫', '১১৪', 'ফাওয়াদ']	0.0	5.0	1.0	0.58	['98', 'মেজবার', '134', '14', 'পবন', '65', 'সে']	6.0	0.64	0.81	0.19
তাদের আলোচনায় প্রাণবন্ত ছিল বৈঠক	['তাদের', 'আলোচনায়', 'প্রাণবন্ত', 'ছিল', 'বৈঠক']	07e87a3e5d	['তাদের', 'আলোচনায়', 'প্রাণবন্ত', 'ছিল', 'বৈঠক']	তাদের আলোচনায় প্রাণবন্ত ছিল বৈঠক	[]	0.0	5.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
বের হলো	['বের', 'হলো']	07e8e931f3	['বের', 'হলো']	বের হলো	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
ইসলামী গল্প	['ইসলামী', 'গল্প']	07e99958ef	['ইসলামিক', 'গল্প']	ইসলামিক গল্প	['ইসলামী']	0.0	1.0	0.0	0.5	['ইসলামিক']	1.0	0.5	0.75	0.25
চুক্তির শর্ত ভঙ্গের জন্য	['চুক্তির', 'শর্ত', 'ভঙ্গের', 'জন্য']	07e9aa9b32	['চুক্তির', 'শর্ত', 'ভঙ্গের', 'জন্য']	চুক্তির শর্ত ভঙ্গের জন্য	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
সরকার কার্যকর পদক্ষেপ নিচ্ছেনা বলেই গুম খুন হচ্ছে।	['\x93সরকার', 'কার্যকর', 'পদক্ষেপ', 'নিচ্ছেনা', 'বলেই', 'গুম', 'খুন', 'হচ্ছে\x94']	07e9cfaa0c	['সরকার', 'কার্যকর', 'পদক্ষেপ', 'নিচ্ছে', 'না', 'বলেই', 'গুম', 'খুন', 'হচ্ছে']	সরকার কার্যকর পদক্ষেপ নিচ্ছে না বলেই গুম খুন হচ্ছে	['নিচ্ছেনা', '\x93সরকার', 'হচ্ছে\x94']	0.0	5.0	1.0	0.44	['হচ্ছে', 'নিচ্ছে', 'সরকার', 'না']	3.0	0.5	0.65	0.35
পরিবেশন করছেন মোয়াজ্জেম হোসেন	['পরিবেশন', 'করছেন', 'মোয়াজ্জেম', 'হোসেন']	07e9d5022f	['পরিবেশন', 'করছেন', 'মোয়াজ্জেম', 'হোসেন']	পরিবেশন করছেন মোয়াজ্জেম হোসেন	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
বারমুডা ট্রায়াঙ্গল	['বারমুডা', 'ট্রায়াঙ্গল']	07ea0e4d5f	['বারমুডা', 'ট্রায়াঙ্গল']	বারমুডা ট্রায়াঙ্গল	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
আমি বেরিয়ে আসতে পারলেও	['আমি', 'বেরিয়ে', 'আসতে', 'পারলেও']	07ea46e1ca	['আমি', 'বেরিয়ে', 'আসতে', 'পারলেও']	আমি বেরিয়ে আসতে পারলেও	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
ছেলেটিকে এক জায়গায়	['ছেলেটিকে', 'এক', 'জায়গায়']	07eaabc5a8	['ছেলেটিকে', 'এক', 'জায়গায়']	ছেলেটিকে এক জায়গায়	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
নির্মিত হয়েছে চলচ্চিত্র	['নির্মিত', 'হয়েছে', 'চলচ্চিত্র']	07ead991c1	['নির্মিত', 'হয়েছে', 'চলচ্চিত্র']	নির্মিত হয়েছে চলচ্চিত্র	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
সেটটি মোট ছয় রঙে পাওয়া যাবে	['সেটটি', 'মোট', 'ছয়', 'রঙে', 'পাওয়া', 'যাবে']	07eae32676	['সেপ্টেম্বর', '6', 'রঙে', 'পাওয়া', 'যাবে']	সেপ্টেম্বর 6 রঙে পাওয়া যাবে	['মোট', 'ছয়', 'সেটটি']	1.0	3.0	0.0	0.5	['6', 'সেপ্টেম্বর']	2.0	0.5	0.7	0.3
ম্যাথ অলিম্পিয়াড	['ম্যাথ', 'অলিম্পিয়াড']	07eb05b200	['ম্যাথ', 'অলিম্পিয়াড']	ম্যাথ অলিম্পিয়াড	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
এই দেড় বছরে	['এই', 'দেড়', 'বছরে']	07eb064149	['এই', 'দেড়', 'বছরে']	এই দেড় বছরে	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
আঙুলের নখ	['আঙুলের', 'নখ']	07eb27cb0d	['আঙ্গুলের', 'নখ']	আঙ্গুলের নখ	['আঙুলের']	0.0	1.0	0.0	0.5	['আঙ্গুলের']	1.0	0.5	0.75	0.25
স্থির হয়ে থাকেনি	['স্থির', 'হয়ে', 'থাকেনি']	07eb7339b5	['স্থির', 'হয়ে', 'থাকি', 'নি']	স্থির হয়ে থাকি নি	['থাকেনি']	0.0	2.0	1.0	0.5	['থাকি', 'নি']	1.0	0.67	0.67	0.33
শিক্ষিত মানুষ	['শিক্ষিত', 'মানুষ']	07ebf5fa91	['শিক্ষিত', 'মানুষ']	শিক্ষিত মানুষ	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
ঢাকা রিপোর্টার্স ইউনিটির ছোট হলরুমে	['ঢাকা', 'রিপোর্টার্স', 'ইউনিটির', 'ছোট', 'হলরুমে']	07ecd50733	['ঢাকা', 'রিপোর্টার্স', 'ইউনিটির', 'ছোট', 'হলরুমে']	ঢাকা রিপোর্টার্স ইউনিটির ছোট হলরুমে	[]	0.0	5.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
আহত হয়েছে আরো দশজন।	['আহত', 'হয়েছে', 'আরো', 'দশজন']	07ecf18767	['আহত', 'হয়েছেন', 'আরো', '10', 'জন']	আহত হয়েছেন আরো 10 জন	['হয়েছে', 'দশজন']	0.0	2.0	1.0	0.6	['10', 'জন', 'হয়েছেন']	2.0	0.75	0.8	0.2
গুরুর ভাবমূর্তি আরোপ করা গেলেও	['গুরুর', 'ভাবমূর্তি', 'আরোপ', 'করা', 'গেলেও']	07ed15bd7a	['গুরুর', 'ভাবমূর্তি', 'আরোপ', 'করা', 'গেল']	গুরুর ভাবমূর্তি আরোপ করা গেল	['গেলেও']	0.0	4.0	0.0	0.2	['গেল']	1.0	0.2	0.36	0.64
ঈদের কেনাকাটা করতে	['ঈদের', 'কেনাকাটা', 'করতে']	07ed6ba2f2	['ঈদের', 'কেনাকাটা', 'করতে']	ঈদের কেনাকাটা করতে	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
চারপাশের রাস্তায় বিভিন্ন ভবনে	['চারপাশের', 'রাস্তায়', 'বিভিন্ন', 'ভবনে']	07ed77d19a	['চার', 'পাশের', 'রাস্তায়', 'বিভিন্ন', 'ভবনে']	চার পাশের রাস্তায় বিভিন্ন ভবনে	['চারপাশের']	0.0	3.0	1.0	0.4	['পাশের', 'চার']	1.0	0.5	0.55	0.45
তুমি বাজাবে	['তুমি', 'বাজাবে']	07eea283e3	['তুমি', 'বাজাবে']	তুমি বাজাবে	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
শুনতে পাওয়া গেছে	['শুনতে', 'পাওয়া', 'গেছে']	07eea86214	['শুনতে', 'পাওয়া', 'গেছে']	শুনতে পাওয়া গেছে	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
বর লিপির বর্তমান স্বামী	['বর', 'লিপির', 'বর্তমান', 'স্বামী']	07eeb98927	['বড়', 'লিপির', 'বর্তমান', 'স্বামী']	বড় লিপির বর্তমান স্বামী	['বর']	0.0	3.0	0.0	0.25	['বড়']	1.0	0.25	0.44	0.56
২৬ জানুয়ারি	['২৬', 'জানুয়ারি']	07ef10a31c	['26', 'জানুয়ারি']	26 জানুয়ারি	['২৬']	0.0	1.0	0.0	0.5	['26']	1.0	0.5	0.75	0.25
তবে সে চুক্তি অনুযায়ী	['তবে', 'সে', 'চুক্তি', 'অনুযায়ী']	07ef4e9799	['তবে', 'সে', 'চুক্তি', 'অনুযায়ী']	তবে সে চুক্তি অনুযায়ী	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
প্রজ্ঞাপন সম্পর্কে কিভাবে জানবো	['প্রজ্ঞাপন', 'সম্পর্কে', 'কিভাবে', 'জানবো']	07ef6b8bec	['প্রজ্ঞাপন', 'সম্পর্কে', 'কিভাবে', 'জানব']	প্রজ্ঞাপন সম্পর্কে কিভাবে জানব	['জানবো']	0.0	3.0	0.0	0.25	['জানব']	1.0	0.25	0.44	0.56
সময় গেলে	['সময়', 'গেলে']	07ef731264	['সময়', 'গেলে']	সময় গেলে	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
এফআইআরে উল্লেখ	['এফআইআরে', 'উল্লেখ']	07ef98aa58	['এফআইআর-এ', 'উল্লেখ']	এফআইআর-এ উল্লেখ	['এফআইআরে']	0.0	1.0	0.0	0.5	['এফআইআর-এ']	1.0	0.5	0.75	0.25
বাংলাদেশ থেকে সবচেয়ে বেশি	['বাংলাদেশ', 'থেকে', 'সবচেয়ে', 'বেশি']	07efaf3897	['বাংলাদেশ', 'থেকে', 'সবচেয়ে', 'বেশি']	বাংলাদেশ থেকে সবচেয়ে বেশি	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
মিজানুর রহমান জানান	['মিজানুর', 'রহমান', 'জানান']	07efb6e854	['মিজানুর', 'রহমান', 'জানান']	মিজানুর রহমান জানান	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
পমফ্রেট মাছের পেট পরিষ্কার করে	['পমফ্রেট', 'মাছের', 'পেট', 'পরিষ্কার', 'করে']	07f0587279	['পমফ্রেট', 'মাছের', 'পেট', 'পরিষ্কার', 'করে']	পমফ্রেট মাছের পেট পরিষ্কার করে	[]	0.0	5.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
এই বেলুন ভাই, এদিকে আসেন	['এই', 'বেলুন', 'ভাই', 'এদিকে', 'আসেন']	07f0b9d935	['এই', 'বেলুন', 'ভাই', 'এদিকে', 'আসেন']	এই বেলুন ভাই এদিকে আসেন	[]	0.0	5.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
বাড়িতে তার সঙ্গে ছিলেন	['বাড়িতে', 'তার', 'সঙ্গে', 'ছিলেন']	07f0f003fd	['বাড়িতে', 'তাঁর', 'সঙ্গে', 'ছিলেন']	বাড়িতে তাঁর সঙ্গে ছিলেন	['তার']	0.0	3.0	0.0	0.25	['তাঁর']	1.0	0.25	0.44	0.56
মহাভারতের প্রথম ও দ্বিতীয় স্তরের	['মহাভারতের', 'প্রথম', 'ও', 'দ্বিতীয়', 'স্তরের']	07f11c8670	['মহাভারতের', 'প্রথম', 'ও', 'দ্বিতীয়', 'স্তরের']	মহাভারতের প্রথম ও দ্বিতীয় স্তরের	[]	0.0	5.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
মাছ শিকারের	['মাছ', 'শিকারের']	07f1358105	['মাছ', 'শিকারের']	মাছ শিকারের	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
একজন মারা গেছে অত্যাচারে	['একজন', 'মারা', 'গেছে', 'অত্যাচারে']	07f14ebada	['একজন', 'মারা', 'গেছে', 'অত্যাচারে']	একজন মারা গেছে অত্যাচারে	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
কিন্তু তাহা হইলেও	['কিন্তু', 'তাহা', 'হইলেও']	07f17b71c9	['কিন্তু', 'তাহা', 'হইলেও']	কিন্তু তাহা হইলেও	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
মজু ও সবু	['মজু', 'ও', 'সবু']	07f19ea1f2	['মজু', 'অসভ্য']	মজু অসভ্য	['ও', 'সবু']	1.0	1.0	0.0	0.67	['অসভ্য']	1.0	0.67	0.83	0.17
কলকারখানা ও প্রতিষ্ঠান পরিদর্শন অধিদপ্তরের	['কলকারখানা', 'ও', 'প্রতিষ্ঠান', 'পরিদর্শন', 'অধিদপ্তরের']	07f1ae4508	['কলকারখানা', 'ও', 'প্রতিষ্ঠান', 'পরিদর্শন', 'অধিদপ্তর']	কলকারখানা ও প্রতিষ্ঠান পরিদর্শন অধিদপ্তর	['অধিদপ্তরের']	0.0	4.0	0.0	0.2	['অধিদপ্তর']	1.0	0.2	0.36	0.64
জিভ শাদা করে	['জিভ', 'শাদা', 'করে']	07f1bed0c7	['জিব', 'সাদা', 'করে']	জিব সাদা করে	['জিভ', 'শাদা']	0.0	1.0	0.0	0.67	['জিব', 'সাদা']	2.0	0.67	0.89	0.11
বিদেশেও ইতিবাচক ভাবমূর্তি	['বিদেশেও', 'ইতিবাচক', 'ভাবমূর্তি']	07f1cab797	['বিদেশি', 'ও', 'ইতিবাচক', 'ভাবমূর্তি']	বিদেশি ও ইতিবাচক ভাবমূর্তি	['বিদেশেও']	0.0	2.0	1.0	0.5	['ও', 'বিদেশি']	1.0	0.67	0.67	0.33
মেয়েদের জীবনে	['মেয়েদের', 'জীবনে']	07f1cfbd88	['মেয়েদের', 'জীবনে']	মেয়েদের জীবনে	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
লংমার্চ শুরু হয়	['লংমার্চ', 'শুরু', 'হয়']	07f1dcb8fd	['লংমার্চ', 'শুরু', 'হয়']	লংমার্চ শুরু হয়	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
অভিযোগপত্র দেন আদালত	['অভিযোগপত্র', 'দেন', 'আদালত']	07f1defcf7	['অভিযোগপত্র', 'দেন', 'আদালত']	অভিযোগপত্র দেন আদালত	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
সে ডুবে গেল	['সে', 'ডুবে', 'গেল']	07f1ed7d68	['সে', 'ডুবে', 'গেল']	সে ডুবে গেল	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
মুজিবুর রহমান হল	['মুজিবুর', 'রহমান', 'হল']	07f276834d	['মুজিবুর', 'রহমান', 'হল']	মুজিবুর রহমান হল	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
কিছুদিন পর আপনার মেয়ে	['কিছুদিন', 'পর', 'আপনার', 'মেয়ে']	07f2b1b5ae	['কিছুদিন', 'পর', 'আপনার', 'মেয়ে']	কিছুদিন পর আপনার মেয়ে	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
আরেকটি টেবিলে প্রধান ব্যক্তি	['আরেকটি', 'টেবিলে', 'প্রধান', 'ব্যক্তি']	07f2b1e557	['আরেকটি', 'টেবিলে', 'প্রধান', 'ব্যক্তি']	আরেকটি টেবিলে প্রধান ব্যক্তি	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
তার প্রধান কারণ হলো	['তার', 'প্রধান', 'কারণ', 'হলো']	07f303b431	['তার', 'প্রধান', 'কারণ', 'হলো']	তার প্রধান কারণ হলো	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
বিপরীতগামী একটি ট্রাকের	['বিপরীতগামী', 'একটি', 'ট্রাকের']	07f39c75ae	['বিপরীত', 'গামী', 'একটি', 'ট্রাকের']	বিপরীত গামী একটি ট্রাকের	['বিপরীতগামী']	0.0	2.0	1.0	0.5	['গামী', 'বিপরীত']	1.0	0.67	0.67	0.33
খোদার পরে মা	['খোদার', 'পরে', 'মা']	07f3e3468d	['খোদার', 'পরে', 'মা']	খোদার পরে মা	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
দামি দামি কাচের বাসনপত্র কিনে	['দামি', 'দামি', 'কাচের', 'বাসনপত্র', 'কিনে']	07f46ee841	['দামি', 'দামি', 'কাচের', 'বাসন', 'পত্র', 'কিনে']	দামি দামি কাচের বাসন পত্র কিনে	['বাসনপত্র']	0.0	4.0	1.0	0.33	['বাসন', 'পত্র']	1.0	0.4	0.47	0.53
নানা ধরনের সমস্যা	['নানা', 'ধরনের', 'সমস্যা']	07f4730c5d	['নানা', 'ধরনের', 'সমস্যা']	নানা ধরনের সমস্যা	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
শারজিল খান, আহমেদ শেহজাদ	['শারজিল', 'খান', 'আহমেদ', 'শেহজাদ']	07f48961db	['শারজিল', 'খান', 'আহ্মেদ', 'শেহজাদ']	শারজিল খান আহ্মেদ শেহজাদ	['আহমেদ']	0.0	3.0	0.0	0.25	['আহ্মেদ']	1.0	0.25	0.44	0.56
অধিকতর ফিস ফিস গলায় বললেন	['অধিকতর', 'ফিস', 'ফিস', 'গলায়', 'বললেন']	07f4b3de44	['স্বাধীনতার', 'ফিসফিস', 'গলায়', 'বললেন']	স্বাধীনতার ফিসফিস গলায় বললেন	['ফিস', 'অধিকতর']	1.0	2.0	0.0	0.6	['ফিসফিস', 'স্বাধীনতার']	2.0	0.6	0.8	0.2
একটি বস্তিতে থাকেন	['একটি', 'বস্তিতে', 'থাকেন']	07f4ea9012	['একটি', 'বস্তিতে', 'থাকেন']	একটি বস্তিতে থাকেন	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
জয়টাও নিশ্চিত করে ফেলেন	['জয়টাও', 'নিশ্চিত', 'করে', 'ফেলেন']	07f5576f6a	['জয়টাও', 'নিশ্চিত', 'করে', 'ফেলেন']	জয়টাও নিশ্চিত করে ফেলেন	[]	0.0	4.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
১৯৭৭ সালে প্রতিষ্ঠিত	['১৯৭৭', 'সালে', 'প্রতিষ্ঠিত']	07f5c3f9c9	['হাজার', '977', 'সালে', 'প্রতিষ্ঠিত']	হাজার 977 সালে প্রতিষ্ঠিত	['১৯৭৭']	0.0	2.0	1.0	0.5	['হাজার', '977']	1.0	0.67	0.67	0.33
মূলবিন্দু থেকে	['মূলবিন্দু', 'থেকে']	07f5cb51c2	['মূলবিন্দু', 'থেকে']	মূলবিন্দু থেকে	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
চূড়ান্ত হতে পারে	['চূড়ান্ত', 'হতে', 'পারে']	07f5dbe2c8	['চূড়ান্ত', 'হতে', 'পারে']	চূড়ান্ত হতে পারে	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
খামের উপর দার্জিলিং পোস্ট মার্ক	['খামের', 'উপর', 'দার্জিলিং', 'পোস্ট', 'মার্ক']	07f5e23104	['খামের', 'ওপর', 'দার্জিলিং', 'পোস্ট', 'মার্ক']	খামের ওপর দার্জিলিং পোস্ট মার্ক	['উপর']	0.0	4.0	0.0	0.2	['ওপর']	1.0	0.2	0.36	0.64
চলতি মৌসুমে বার্সেলোনা দ্বিতীয়	['চলতি', 'মৌসুমে', 'বার্সেলোনা', 'দ্বিতীয়']	07f5e6aa47	['চলতি', 'মৌসুমে', 'বার্সেলোনার', 'দ্বিতীয়']	চলতি মৌসুমে বার্সেলোনার দ্বিতীয়	['বার্সেলোনা']	0.0	3.0	0.0	0.25	['বার্সেলোনার']	1.0	0.25	0.44	0.56
অধ্যাপক তালিম হোসেন	['অধ্যাপক', 'তালিম', 'হোসেন']	07f6068c25	['অধ্যাপক', 'তালিম', 'হোসেন']	অধ্যাপক তালিম হোসেন	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
চলতি অধিবেশনে	['চলতি', 'অধিবেশনে']	07f63de3dd	['চলতি', 'অধিবেশনের']	চলতি অধিবেশনের	['অধিবেশনে']	0.0	1.0	0.0	0.5	['অধিবেশনের']	1.0	0.5	0.75	0.25
গভীরভাবে সম্পর্কিত	['গভীরভাবে', 'সম্পর্কিত']	07f6507f54	['গভীরভাবে', 'সম্পর্কিত']	গভীরভাবে সম্পর্কিত	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
হাসান ভাইয়ের লেখার	['হাসান', 'ভাইয়ের', 'লেখার']	07f6535a6d	['হাসান', 'ভাইয়ের', 'লেখার']	হাসান ভাইয়ের লেখার	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
চুরি হওয়ার পর	['চুরি', 'হওয়ার', 'পর']	07f6664088	['চুরি', 'হওয়ার', 'পর']	চুরি হওয়ার পর	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
নতুন অধিকার	['নতুন', 'অধিকার']	07f6f8b4e5	['নতুন', 'অধিকার']	নতুন অধিকার	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
মামলা করতে গেলে	['মামলা', 'করতে', 'গেলে']	07f70b123b	['মামলা', 'করতে', 'গেলে']	মামলা করতে গেলে	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
আমরা বিভিন্ন মানবগোষ্ঠীর	['আমরা', 'বিভিন্ন', 'মানবগোষ্ঠীর']	07f7195118	['আমরা', 'বিভিন্ন', 'মানবগোষ্ঠীর']	আমরা বিভিন্ন মানবগোষ্ঠীর	[]	0.0	3.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
চার্চিল মূলত সেসবই পড়তেন	['চার্চিল', 'মূলত', 'সেসবই', 'পড়তেন']	07f7267cdf	['চার্চিল', 'মূলত', 'সেই', 'সব', 'দিন']	চার্চিল মূলত সেই সব দিন	['পড়তেন', 'সেসবই']	0.0	2.0	1.0	0.6	['দিন', 'সব', 'সেই']	2.0	0.75	0.8	0.2
ছোট ভাই সাইফুল ইসলাম মিন্টু	['ছোট', 'ভাই', 'সাইফুল', 'ইসলাম', 'মিন্টু']	07f7628cdf	['ছোট', 'ভাই', 'সাইফুল', 'ইসলাম', 'মিন্টু']	ছোট ভাই সাইফুল ইসলাম মিন্টু	[]	0.0	5.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
ভাব করেন	['ভাব', 'করেন']	07f85c172a	['ভাব', 'করেন']	ভাব করেন	[]	0.0	2.0	0.0	0.0	[]	0.0	0.0	0.0	1.0
